Date,Title,Artist
2006-09-03,Ride For You,Danity Kane
2006-09-03,Feels Just Like It Should,Pat Green
2006-09-03,Mountains,Lonestar
2006-09-03,The Party's Just Begun,The Cheetah Girls
2006-09-03,Morris Brown,OutKast Featuring Scar & Sleepy Brown
2006-09-10,Vans,The Pack
2006-09-10,Once In A Lifetime,Keith Urban
2006-09-10,You Save Me,Kenny Chesney
2006-09-10,Hands Up,Lloyd Banks Featuring 50 Cent
2006-09-10,Here It Goes Again,OK Go
2006-09-10,Before He Cheats,Carrie Underwood
2006-09-10,Come To Me,Diddy Featuring Nicole Scherzinger
2006-09-10,Stuntin' Like My Daddy,Birdman & Lil Wayne
2006-09-10,Push It,Rick Ross
2006-09-10,Idlewild Blue (Don'tchu Worry 'Bout Me),OutKast
2006-09-17,Ring The Alarm,Beyonce
2006-09-17,Right Where You Want Me,Jesse McCartney
2006-09-17,Tim McGraw,Taylor Swift
2006-09-17,I Can't Hate You Anymore,Nick Lachey
2006-09-17,My Love,Justin Timberlake Featuring T.I.
2006-09-17,Chicken Noodle Soup.,Webstar & Young B Featuring The Voice Of Harlem
2006-09-17,Walk It Out,Unk
2006-09-17,My Wish,Rascal Flatts
2006-09-24,Maneater,Nelly Furtado
2006-09-24,Remember The Name,Fort Minor Featuring Styles Of Beyond
2006-09-24,Chemicals React,Aly & AJ
2006-09-24,Welcome To The Black Parade,My Chemical Romance
2006-09-24,Come Back To Me,Vanessa Hudgens
2006-09-24,Ni Una Sola Palabra,Paulina Rubio
2006-09-24,My Little Girl,Tim McGraw
2006-09-24,Money In The Bank,Lil Scrappy Featuring Young Buck
2006-10-01,Want To,Sugarland
2006-10-01,Streetcorner Symphony,Rob Thomas
2006-10-01,Fergalicious,Fergie
2006-10-01,Nothing Left To Lose,Mat Kearney
2006-10-01,Smack That,Akon Featuring Eminem
2006-10-01,Like Red On A Rose,Alan Jackson
2006-10-01,Take Me As I Am,Mary J. Blige
2006-10-01,Superman,Brown Boy
2006-10-08,White & Nerdy,"""Weird Al"" Yankovic"
2006-10-08,So Excited,Janet Featuring Khia
2006-10-08,Rockstar,Nickelback
2006-10-08,I Wanna Love You,Akon Featuring Snoop Dogg
2006-10-08,It Ends Tonight,The All-American Rejects
2006-10-08,Unappreciated,Cherish
2006-10-08,Hurt,Christina Aguilera
2006-10-15,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin
2006-10-15,Canadian Idiot,"""Weird Al"" Yankovic"
2006-10-15,We Fly High,Jim Jones
2006-10-15,Boston,Augustana
2006-10-15,Show Me What You Got,JAY-Z
2006-10-15,Walk Away (Remember Me),Paula DeAnda Featuring The DEY
2006-10-15,She's Everything,Brad Paisley
2006-10-22,Love Me Or Hate Me (F**k You!!!!),Lady Sovereign
2006-10-22,Some People Change,Montgomery Gentry
2006-10-22,Love You,Jack Ingram
2006-10-22,Amarillo Sky,Jason Aldean
2006-10-29,Tell Me,Diddy Featuring Christina Aguilera
2006-10-29,The Pick Of Destiny,Tenacious D
2006-10-29,Irreplaceable,Beyonce
2006-10-29,Long Way 2 Go,Cassie
2006-10-29,Tu Amor,RBD
2006-11-05,If We Were A Movie,Hannah Montana
2006-11-05,Save Room,John Legend
2006-11-05,I Got Nerve,Hannah Montana
2006-11-05,Pumpin' Up The Party,Hannah Montana
2006-11-05,The Other Side Of Me,Hannah Montana
2006-11-05,Our Country,John Mellencamp
2006-11-05,This Is The Life,Hannah Montana
2006-11-05,Just Like You,Hannah Montana
2006-11-12,Wind It Up,Gwen Stefani
2006-11-12,Make It Rain,Fat Joe Featuring Lil Wayne
2006-11-12,Hate (I Really Don't Like You),Plain White T's
2006-11-12,It Just Comes Natural,George Strait
2006-11-12,Watching You,Rodney Atkins
2006-11-12,Upgrade U,Beyonce Featuring Jay Z
2006-11-12,Dem Jeans,Chingy Featuring Jermaine Dupri
2006-11-12,Change Me,Ruben Studdard
2006-11-12,Crash Here Tonight,Toby Keith
2006-11-12,Here (In Your Arms),Hellogoodbye
2006-11-12,Red High Heels,Kellie Pickler
2006-11-12,Tengo Un Amor,Toby Love Featuring Rakim & Ken-Y
2006-11-19,Promise,Ciara
2006-11-19,Wait A Minute,The Pussycat Dolls Featuring Timbaland
2006-11-19,Say It Right,Nelly Furtado
2006-11-19,You,Lloyd Featuring Lil Wayne
2006-11-19,High School Never Ends,Bowling For Soup
2006-11-19,A La Primera Persona,Alejandro Sanz
2006-11-26,Let's Ride,The Game
2006-11-26,The Saints Are Coming,U2 & Green Day
2006-11-26,That's That,Snoop Dogg Featuring R. Kelly
2006-11-26,When Your Heart Stops Beating,(+44)
2006-11-26,Runaway Love,Ludacris Featuring Mary J. Blige
2006-11-26,I Luv It,Young Jeezy
2006-12-03,It's Not Over,Daughtry
2006-12-03,You Know My Name,Chris Cornell
2006-12-03,Break It Off,Rihanna & Sean Paul
2006-12-03,Greatest Time Of Year,Aly & AJ
2006-12-03,Ay Chico (Lengua Afuera),Pitbull
2006-12-03,Kingdom Come,JAY-Z
2006-12-10,Keep Holding On,Avril Lavigne
2006-12-10,Anna-Molly,Incubus
2006-12-10,Zoom,Lil' Boosie Featuring Yung Joc
2006-12-10,Ice Box,Omarion
2006-12-10,Poppin',Chris Brown Featuring Jay Biz
2006-12-10,Ser O Parecer,RBD
2006-12-10,Dangerous,Ying Yang Twins Featuring Wyclef
2006-12-10,Tu Recuerdo,Ricky Martin Featuring La Mari De Chambao Y Tommy Torres
2006-12-10,Pain,Three Days Grace
2006-12-10,Little Bit Of Life,Craig Morgan
2006-12-17,You Don't Know,"Eminem, 50 Cent, Lloyd Banks & Ca$his"
2006-12-17,A Great Big Sled,The Killers Featuring Toni Halliday
2006-12-17,What Goes Around...Comes Around,Justin Timberlake
2006-12-17,Lost One,Jay-Z Featuring Chrisette Michele
2006-12-17,Hip Hop Is Dead,Nas Featuring will.i.am
2006-12-17,River,Sarah McLachlan
2006-12-17,Into The Ocean,Blue October
2006-12-17,Top Back,T.I.
2006-12-17,Ladies Love Country Boys,Trace Adkins
2006-12-17,Lost Without U,Robin Thicke
2006-12-17,Stupid Boy,Keith Urban
2006-12-17,One Wing In The Fire,Trent Tomlinson
2006-12-17,Throw Some D's,Rich Boy Featuring Polow Da Don
2006-12-24,Happy Xmas (War Is Over),The Fray
2006-12-24,The Carpal Tunnel Of Love,Fall Out Boy
2006-12-24,Love Like Winter,AFI
2006-12-24,The Sweet Escape,Gwen Stefani Featuring Akon
2006-12-24,I'll Be Home For Christmas (Live),Josh Groban
2006-12-24,Fidelity,Regina Spektor
2006-12-24,The Way I Live,Baby Boy Da Prince Featuring Lil Boosie
2006-12-31,Listen,Beyonce
2006-12-31,On The Hotline,Pretty Ricky
2007-01-08,Alyssa Lies,Jason Michael Carroll
2007-01-08,Honestly,Cartel
2007-01-08,U + Ur Hand,P!nk
2007-01-08,King Kong,Jibbs Featuring Chamillionaire
2007-01-08,And I Am Telling You I'm Not Going,Jennifer Hudson
2007-01-15,Doe Boy Fresh,Three 6 Mafia Featuring Chamillionaire
2007-01-15,Cupid's Chokehold/Breakfast In America,Gym Class Heroes Featuring Patrick Stump
2007-01-15,Candyman,Christina Aguilera
2007-01-22,Jump To The Rhythm,Jordan Pruitt
2007-01-22,He Said She Said,Ashley Tisdale
2007-01-22,Mr. Jones,Mike Jones
2007-01-22,"My, Oh My",The Wreckers
2007-01-22,Glamorous,Fergie Featuring Ludacris
2007-01-29,"This Ain't A Scene, It's An Arms Race",Fall Out Boy
2007-01-29,Push It To The Limit,Corbin Bleu
2007-01-29,If Everyone Cared,Nickelback
2007-01-29,Don't Matter,Akon
2007-01-29,Go Getta,Young Jeezy Featuring R. Kelly
2007-01-29,This Is Why I'm Hot,Mims
2007-01-29,She's Like The Wind,Lumidee Featuring Tony Sunshine
2007-01-29,Last Night,Diddy Featuring Keyshia Cole
2007-01-29,From Yesterday,30 Seconds To Mars
2007-02-05,Smile,Lily Allen
2007-02-05,Phantom Limb,The Shins
2007-02-05,Hillbilly Deluxe,Brooks & Dunn
2007-02-05,Famous Last Words,My Chemical Romance
2007-02-05,The River,Good Charlotte Featuring M. Shadows And Synyster Gates
2007-02-05,Beer In Mexico,Kenny Chesney
2007-02-05,Buddy,Musiq Soulchild
2007-02-12,Year 3000,Jonas Brothers
2007-02-12,Over It,Katharine McPhee
2007-02-12,Dashboard,Modest Mouse
2007-02-12,Say OK,Vanessa Hudgens
2007-02-12,Lips Of An Angel,Jack Ingram
2007-02-12,Grace Kelly,MIKA
2007-02-12,Thinking About You,Norah Jones
2007-02-12,Crazy Car,The Naked Brothers Band
2007-02-12,Wouldn't Get Far,The Game Featuring Kanye West
2007-02-12,Wasted,Carrie Underwood
2007-02-12,Be Good To Me,Ashley Tisdale
2007-02-12,Settlin',Sugarland
2007-02-12,I'll Wait For You,Joe Nichols
2007-02-12,Anyway,Martina McBride
2007-02-19,Outside Looking In,Jordan Pruitt
2007-02-19,Not Fade Away,Sheryl Crow
2007-02-19,Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake
2007-02-19,1st Time,Yung Joc Featuring Marques Houston & Trey Songz
2007-02-19,2 Step,Unk
2007-02-19,Rock Yo Hips,Crime Mob Featuring Lil Scrappy
2007-02-26,Like A Star,Corinne Bailey Rae
2007-02-26,Gravity,John Mayer
2007-02-26,High Maintenance Woman,Toby Keith
2007-02-26,Flathead,The Fratellis
2007-02-26,I'm A Flirt,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain)
2007-02-26,Read My Mind,The Killers
2007-02-26,Stand,Rascal Flatts
2007-03-05,Break 'Em Off,Paul Wall Featuring Lil' KeKe
2007-03-05,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc
2007-03-05,Circle,Marques Houston
2007-03-05,Keep Your Mind Wide Open,AnnaSophia Robb
2007-03-05,"Pop, Lock & Drop It",Huey
2007-03-05,Long Trip Alone,Dierks Bentley
2007-03-12,Girlfriend,Avril Lavigne
2007-03-12,Movin' On,Elliott Yamin
2007-03-12,The Neighbor,Dixie Chicks
2007-03-12,Outta My System,Bow Wow Featuring T-Pain & Johnta Austin
2007-03-12,Like A Boy,Ciara
2007-03-12,Home,Daughtry
2007-03-12,Because Of You,Ne-Yo
2007-03-12,Freak On A Leash (Unplugged),Korn Featuring Amy Lee
2007-03-12,Look After You,The Fray
2007-03-12,Better Than Me,Hinder
2007-03-12,Last Dollar (Fly Away),Tim McGraw
2007-03-19,Good Directions,Billy Currington
2007-03-19,Teardrops On My Guitar,Taylor Swift
2007-03-19,Please Don't Go,Tank
2007-03-26,With Love,Hilary Duff
2007-03-26,Survivalism,Nine Inch Nails
2007-03-26,Get It Shawty,Lloyd
2007-03-26,You Know I'm No Good,Amy Winehouse
2007-03-26,Rehab,Amy Winehouse
2007-03-26,Beautiful Liar,Beyonce & Shakira
2007-03-26,Like This,Kelly Rowland Featuring Eve
2007-04-02,Everything,Michael Buble
2007-04-02,Wait For You,Elliott Yamin
2007-04-02,Lost In This Moment,Big & Rich
2007-04-02,Tell Me 'Bout It,Joss Stone
2007-04-02,Who Knew,P!nk
2007-04-02,Moments,Emerson Drive
2007-04-09,Ticks,Brad Paisley
2007-04-09,We Takin' Over,"DJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby"
2007-04-09,Little Wonders,Rob Thomas
2007-04-09,Hey There Delilah,Plain White T's
2007-04-09,I Tried,Bone Thugs-N-Harmony Featuring Akon
2007-04-09,Get Buck,Young Buck
2007-04-09,A Woman's Love,Alan Jackson
2007-04-09,Love Today,MIKA
2007-04-09,Forever,Papa Roach
2007-04-09,Breath,Breaking Benjamin
2007-04-16,What I've Done,Linkin Park
2007-04-16,Stolen,Dashboard Confessional
2007-04-16,Kiss The Girl,Ashley Tisdale
2007-04-16,Diamonds,Fabolous Featuring Young Jeezy
2007-04-16,Makes Me Wonder,Maroon 5
2007-04-16,Release,Timbaland Featuring Justin Timberlake
2007-04-16,Find Out Who Your Friends Are,Tracy Lawrence
2007-04-16,Apologize,Timbaland Featuring OneRepublic
2007-04-16,When I See U,Fantasia
2007-04-23,Thnks Fr Th Mmrs,Fall Out Boy
2007-04-23,Summer Love,Justin Timberlake
2007-04-23,The Story (I Was Made For You),Brandi Carlile
2007-04-23,Earth Intruders,Bjork
2007-04-23,Que Hiciste,Jennifer Lopez
2007-04-23,Umbrella,Rihanna Featuring Jay-Z
2007-04-23,I'm Throwed,Paul Wall Featuring Jermaine Dupri
2007-04-23,It's Me Snitches,Swizz Beatz
2007-04-30,Big Girls Don't Cry,Fergie
2007-04-30,A Different World,Bucky Covington
2007-04-30,Party Like A Rockstar,Shop Boyz
2007-04-30,Lucky Man,Montgomery Gentry
2007-04-30,When You're Gone,Avril Lavigne
2007-04-30,Don't Make Me,Blake Shelton
2007-04-30,A Feelin' Like That,Gary Allan
2007-04-30,Wrapped,George Strait
2007-04-30,Johnny Cash,Jason Aldean
2007-04-30,Me And God,Josh Turner
2007-04-30,Dig,Incubus
2007-05-07,I'll Stand By You,Carrie Underwood
2007-05-07,Never Again,Kelly Clarkson
2007-05-07,Icky Thump,The White Stripes
2007-05-07,Up To The Mountain,Kelly Clarkson Featuring Jeff Beck
2007-05-07,Signal Fire,Snow Patrol
2007-05-07,You Raise Me Up,Josh Groban & The African Children's Choir
2007-05-07,If I Was Your Man,Joe
2007-05-07,I Don't Need A Man,The Pussycat Dolls
2007-05-07,Sexy Lady,Yung Berg Featuring Junior
2007-05-07,Wipe Me Down,Lil Boosie Featuring Foxx & Webbie
2007-05-14,(You Want To) Make A Memory,Bon Jovi
2007-05-14,Working Class Hero,Green Day
2007-05-14,Do It Just Like A Rockstar,Freak Nasty Featuring Crazy Mike
2007-05-14,Lean Like A Cholo,Down A.K.A. Kilo
2007-05-21,Straight To The Bank,50 Cent
2007-05-21,First Time,Lifehouse
2007-05-21,Anonymous,Bobby Valentino Featuring Timbaland
2007-05-21,Tambourine,Eve
2007-05-21,Same Girl,R. Kelly Duet With Usher
2007-05-21,Vulnerable,Secondhand Serenade
2007-05-21,I Don't Wanna Stop,Ozzy Osbourne
2007-05-21,Like This,Mims
2007-05-21,teachme,Musiq Soulchild
2007-05-21,I Told You So,Keith Urban
2007-05-21,Impacto,Daddy Yankee Featuring Fergie
2007-05-21,Get Me Bodied,Beyonce
2007-05-21,All Good Things (Come To An End),Nelly Furtado
2007-05-28,Do You Know? (The Ping Pong Song)/Dimelo,Enrique Iglesias
2007-05-28,Bubbly,Colbie Caillat
2007-05-28,I Need You,Tim McGraw With Faith Hill
2007-05-28,The Great Escape,Boys Like Girls
2007-05-28,Bleed It Out,Linkin Park
2007-05-28,Given Up,Linkin Park
2007-06-04,This Is My Now,Jordin Sparks
2007-06-04,You Give Love A Bad Name,Blake Lewis
2007-06-04,Big Things Poppin' (Do It),T.I.
2007-06-04,Tarantula,The Smashing Pumpkins
2007-06-04,A Broken Wing,Jordin Sparks
2007-06-04,4 In The Morning,Gwen Stefani
2007-06-04,I Who Have Nothing,Jordin Sparks
2007-06-04,Beautiful Girls,Sean Kingston
2007-06-04,Lip Gloss,Lil Mama
2007-06-04,Make Me Better,Fabolous Featuring Ne-Yo
2007-06-04,Time Of The Season,Blake Lewis
2007-06-11,Beautiful Flower,India.Arie
2007-06-11,The Way I Are,Timbaland Featuring Keri Hilson
2007-06-11,Can't Tell Me Nothing,Kanye West
2007-06-11,Whine Up,Kat DeLuna Featuring Elephant Man
2007-06-11,Wall To Wall,Chris Brown
2007-06-11,Bartender,T-Pain Featuring Akon
2007-06-11,Startin' With Me,Jake Owen
2007-06-11,Do You,Ne-Yo
2007-06-18,Nobody's Perfect,Hannah Montana
2007-06-18,Shut Up And Drive,Rihanna
2007-06-18,These Are My People,Rodney Atkins
2007-06-18,A Bay Bay,Hurricane Chris
2007-06-18,Paralyzer,Finger Eleven
2007-06-18,I Wonder,Kellie Pickler
2007-06-25,Teenagers,My Chemical Romance
2007-06-25,Imagine,Jack Johnson
2007-06-25,Shawty,Plies Featuring T-Pain
2007-07-02,Lost,Faith Hill
2007-07-02,Never Wanted Nothing More,Kenny Chesney
2007-07-02,Dance Tonight,Paul McCartney
2007-07-02,Let It Go,Keyshia Cole Featuring Missy Elliott & Lil Kim
2007-07-02,How Do I Breathe,Mario
2007-07-02,Doomsday Clock,The Smashing Pumpkins
2007-07-09,Life's What You Make It,Hannah Montana
2007-07-09,Because Of You,Reba McEntire Duet With Kelly Clarkson
2007-07-09,Potential Breakup Song,Aly & AJ
2007-07-09,G.N.O. (Girl's Night Out),Miley Cyrus
2007-07-09,Make Some Noise,Hannah Montana
2007-07-09,Easy,Paula DeAnda Featuring Bow Wow
2007-07-09,Until The End Of Time,Justin Timberlake Duet With Beyonce
2007-07-09,True Friend,Hannah Montana
2007-07-16,You Know What It Is,T.I. Featuring Wyclef Jean
2007-07-16,LoveStoned,Justin Timberlake
2007-07-16,Before It's Too Late (Sam And Mikaela's Theme),Goo Goo Dolls
2007-07-16,Cupid Shuffle,Cupid
2007-07-16,Tough,Craig Morgan
2007-07-16,Everyday America,Sugarland
2007-07-16,Misery Business,Paramore
2007-07-16,Guys Like Me,Eric Church
2007-07-23,Crank That (Soulja Boy),Soulja Boy Tell'em
2007-07-23,Never Too Late,Three Days Grace
2007-07-30,What Time Is It,High School Musical 2 Cast
2007-07-30,"Sorry, Blame It On Me",Akon
2007-07-30,"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus
2007-07-30,You Can't Stop The Beat,Cast Of Hairspray
2007-07-30,Bed,J. Holiday
2007-07-30,Can't Leave 'Em Alone,Ciara Featuring 50 Cent
2007-07-30,Stranger,Hilary Duff
2007-07-30,Online,Brad Paisley
2007-08-06,Stronger,Kanye West
2007-08-06,Cyclone,Baby Bash Featuring T-Pain
2007-08-06,Love Me If You Can,Toby Keith
2007-08-06,Take Me There,Rascal Flatts
2007-08-06,Proud Of The House We Built,Brooks & Dunn
2007-08-06,Hold On,Jonas Brothers
2007-08-06,Hood Figga,Gorilla Zoe
2007-08-13,Me Love,Sean Kingston
2007-08-13,Free And Easy (Down The Road I Go),Dierks Bentley
2007-08-13,All My Friends Say,Luke Bryan
2007-08-13,Can U Believe,Robin Thicke
2007-08-20,Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland
2007-08-20,If You're Reading This,Tim McGraw
2007-08-20,The Pretender,Foo Fighters
2007-08-20,S.O.S.,Jonas Brothers
2007-08-20,Int'l Players Anthem (I Choose You),UGK Featuring OutKast
2007-08-20,I Got It From My Mama,will.i.am
2007-08-20,Over You,Daughtry
2007-08-20,Wake Up Call,Maroon 5
2007-08-27,You Are The Music In Me,Zac Efron & Vanessa Anne Hudgens
2007-08-27,Clothes Off!!,Gym Class Heroes
2007-08-27,Gotta Go My Own Way,Zac Efron & Vanessa Anne Hudgens
2007-08-27,Bet On It,Zac Efron
2007-08-27,I Don't Dance,Corbin Bleu & Lucas Grabeel
2007-08-27,Everyday,Zac Efron & Vanessa Anne Hudgens
2007-08-27,All For One,High School Musical 2 Cast
2007-08-27,So Small,Carrie Underwood
2007-09-03,Fabulous,Ashley Tisdale & Lucas Grabeel
2007-09-03,I Get Money,50 Cent
2007-09-10,Wadsyaname,Nelly
2007-09-10,More Than A Memory,Garth Brooks
2007-09-10,Coffee Shop,Yung Joc Featuring Gorilla Zoe
2007-09-10,Baby Don't Go,Fabolous Featuring Jermaine Dupri
2007-09-10,Money In The Bank,Swizz Beatz
2007-09-10,How Far We've Come,matchbox twenty
2007-09-10,Livin' Our Love Song,Jason Michael Carroll
2007-09-10,Hate That I Love You,Rihanna Featuring Ne-Yo
2007-09-17,No One,Alicia Keys
2007-09-17,Don't Blink,Kenny Chesney
2007-09-17,Gimme More,Britney Spears
2007-09-17,I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte
2007-09-17,Shawty Is A 10,The-Dream
2007-09-17,Fall,Clay Walker
2007-09-17,How 'Bout Them Cowgirls,George Strait
2007-09-24,Good Life,Kanye West Featuring T-Pain
2007-09-24,1234,Feist
2007-09-24,Inconsolable,Backstreet Boys
2007-09-24,Do It,Nelly Furtado
2007-09-24,I'm So Hood,"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies"
2007-09-24,Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne & Niia"
2007-09-24,My Drink N' My 2 Step,Cassidy Featuring Swizz Beatz
2007-09-24,Firecracker,Josh Turner
2007-09-24,Me Enamora,Juanes
2007-09-24,Kiss Kiss,Chris Brown Featuring T-Pain
2007-10-01,Do It Well,Jennifer Lopez
2007-10-01,1973,James Blunt
2007-10-01,Duffle Bag Boy,Playaz Circle Featuring Lil Wayne
2007-10-01,Freaky Gurl,Gucci Mane
2007-10-01,Famous In A Small Town,Miranda Lambert
2007-10-01,Can't Help But Wait,Trey Songz
2007-10-08,Tattoo,Jordin Sparks
2007-10-08,The Way I Am,Ingrid Michaelson
2007-10-08,Our Song,Taylor Swift
2007-10-08,Shoulda Let You Go,Keyshia Cole Introducing Amina
2007-10-08,Hypnotized,Plies Featuring Akon
2007-10-08,Nothin' Better To Do,LeAnn Rimes
2007-10-08,Fake It,Seether
2007-10-15,Blue Magic,JAY-Z
2007-10-15,Soulja Girl,Soulja Boy Tell'em Featuring I-15
2007-10-15,Into The Night,Santana Featuring Chad Kroeger
2007-10-15,Everybody,Keith Urban
2007-10-15,What Do Ya Think About That,Montgomery Gentry
2007-10-22,As If,Sara Evans
2007-10-22,Stay,Sugarland
2007-10-22,Clumsy,Fergie
2007-10-22,Pictures Of You,The Last Goodnight
2007-10-29,Shadowplay,The Killers
2007-10-29,Love Like This,Natasha Bedingfield Featuring Sean Kingston
2007-10-29,The Hand Clap,Hurricane Chris Featuring Big Poppa
2007-10-29,Just Fine,Mary J. Blige
2007-11-05,Watching Airplanes,Gary Allan
2007-11-05,Low,Flo Rida Featuring T-Pain
2007-11-05,Winner At A Losing Game,Rascal Flatts
2007-11-05,I'm Like A Lawyer...(Me & You),Fall Out Boy
2007-11-05,Empty Walls,Serj Tankian
2007-11-05,Dreaming With A Broken Heart,John Mayer
2007-11-05,Another Side Of You,Joe Nichols
2007-11-12,Piece Of Me,Britney Spears
2007-11-12,Take You There,Sean Kingston
2007-11-12,Girlfriend,Bow Wow & Omarion
2007-11-12,Roc Boys (And The Winner Is)...,JAY-Z
2007-11-12,Pop Bottles,Birdman Featuring Lil Wayne
2007-11-12,Love Song,Sara Bareilles
2007-11-19,Get Buck In Here,"DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon"
2007-11-19,From Where You Are,Lifehouse
2007-11-19,Music Is My Hot Hot Sex,CSS
2007-11-19,Shadow Of The Day,Linkin Park
2007-11-19,Headlines (Friendship Never Ends),Spice Girls
2007-11-19,Like You'll Never See Me Again,Alicia Keys
2007-11-19,Suffocate,J. Holiday
2007-11-19,Sexy Movimiento,Wisin & Yandel
2007-11-26,Taking Chances,Celine Dion
2007-11-26,Letter To Me,Brad Paisley
2007-11-26,Stealing Cinderella,Chuck Wicks
2007-11-26,Calabria 2007,Enur Featuring Natasja
2007-12-03,Flashing Lights,Kanye West Featuring Dwele
2007-12-03,Mistletoe,Colbie Caillat
2007-12-03,This Christmas,Chris Brown
2007-12-03,Don't Stop The Music,Rihanna
2007-12-03,Hot,Avril Lavigne
2007-12-03,Independent,Webbie Featuring Lil' Phat & Lil' Boosie
2007-12-03,Cleaning This Gun (Come On In Boy),Rodney Atkins
2007-12-10,With You,Chris Brown
2007-12-10,Sensual Seduction,Snoop Dogg
2007-12-10,Say,John Mayer
2007-12-10,Work That,Mary J. Blige
2007-12-10,Go Girl,Pitbull Featuring Trina & Young Bo$$
2007-12-10,Still Will,50 Cent Featuring Akon
2007-12-10,Crying Out For Me,Mario
2007-12-10,International Harvester,Craig Morgan
2007-12-17,Hero/Heroine,Boys Like Girls
2007-12-17,Sorry,Buckcherry
2007-12-17,See You Again,Miley Cyrus
2007-12-17,Never,Jaheim
2007-12-24,If I Had Eyes,Jack Johnson
2007-12-24,Superstar,Lupe Fiasco Featuring Matthew Santos
2007-12-24,I Remember,Keyshia Cole
2007-12-24,Won't Go Home Without You,Maroon 5
2007-12-24,crushcrushcrush,Paramore
2007-12-24,Stop And Stare,OneRepublic
